epoch,timestamp,power_w,utilization_gpu_pct,memory_used_mb,memory_total_mb
1785253447.710597,2026/07/28 15:44:07.704, 35.85, 0, 0, 97887
1785253447.910651,2026/07/28 15:44:07.910, 35.85, 0, 0, 97887
1785253448.110739,2026/07/28 15:44:08.110, 35.85, 0, 0, 97887
1785253448.310824,2026/07/28 15:44:08.310, 35.85, 0, 0, 97887
1785253448.510919,2026/07/28 15:44:08.510, 35.59, 0, 0, 97887
1785253448.711026,2026/07/28 15:44:08.710, 35.59, 0, 0, 97887
1785253448.911113,2026/07/28 15:44:08.911, 35.59, 0, 0, 97887
1785253449.111202,2026/07/28 15:44:09.111, 35.59, 0, 0, 97887
1785253449.311299,2026/07/28 15:44:09.311, 35.59, 0, 0, 97887
1785253449.511425,2026/07/28 15:44:09.511, 35.61, 0, 0, 97887
1785253449.711517,2026/07/28 15:44:09.711, 35.61, 0, 0, 97887
1785253449.911626,2026/07/28 15:44:09.911, 35.61, 0, 0, 97887
1785253450.111711,2026/07/28 15:44:10.111, 35.61, 0, 0, 97887
1785253450.311794,2026/07/28 15:44:10.311, 35.61, 0, 0, 97887
1785253450.511907,2026/07/28 15:44:10.511, 35.59, 0, 0, 97887
1785253450.711992,2026/07/28 15:44:10.711, 35.59, 0, 0, 97887
1785253450.912097,2026/07/28 15:44:10.912, 35.59, 0, 0, 97887
1785253451.112202,2026/07/28 15:44:11.112, 35.59, 0, 0, 97887
1785253451.312297,2026/07/28 15:44:11.312, 35.59, 0, 0, 97887
1785253451.512397,2026/07/28 15:44:11.512, 35.59, 0, 0, 97887
1785253451.712488,2026/07/28 15:44:11.712, 35.59, 0, 0, 97887
1785253451.912586,2026/07/28 15:44:11.912, 35.59, 0, 0, 97887
1785253452.112684,2026/07/28 15:44:12.112, 35.59, 0, 0, 97887
1785253452.312793,2026/07/28 15:44:12.312, 35.59, 0, 0, 97887
1785253452.512881,2026/07/28 15:44:12.512, 35.59, 0, 0, 97887
1785253452.712975,2026/07/28 15:44:12.712, 35.59, 0, 0, 97887
1785253452.913090,2026/07/28 15:44:12.913, 35.59, 0, 0, 97887
1785253453.113192,2026/07/28 15:44:13.113, 35.59, 0, 0, 97887
1785253453.313453,2026/07/28 15:44:13.313, 35.59, 0, 0, 97887
1785253453.513510,2026/07/28 15:44:13.513, 35.59, 0, 0, 97887
1785253453.713603,2026/07/28 15:44:13.713, 35.59, 0, 0, 97887
1785253453.913697,2026/07/28 15:44:13.913, 35.59, 0, 0, 97887
1785253454.113787,2026/07/28 15:44:14.113, 35.59, 0, 0, 97887
1785253454.313875,2026/07/28 15:44:14.313, 35.59, 0, 0, 97887
1785253454.514146,2026/07/28 15:44:14.513, 35.61, 0, 0, 97887
1785253454.714273,2026/07/28 15:44:14.714, 35.61, 0, 0, 97887
1785253454.914354,2026/07/28 15:44:14.914, 35.61, 0, 0, 97887
1785253455.114438,2026/07/28 15:44:15.114, 35.61, 0, 0, 97887
1785253455.314551,2026/07/28 15:44:15.314, 35.61, 0, 0, 97887
1785253455.514642,2026/07/28 15:44:15.514, 35.13, 0, 0, 97887
1785253455.714873,2026/07/28 15:44:15.714, 35.13, 0, 0, 97887
1785253455.914818,2026/07/28 15:44:15.914, 35.13, 0, 0, 97887
1785253456.114904,2026/07/28 15:44:16.114, 35.13, 0, 0, 97887
1785253456.314994,2026/07/28 15:44:16.314, 35.13, 0, 0, 97887
1785253456.515084,2026/07/28 15:44:16.515, 35.08, 0, 0, 97887
1785253456.715169,2026/07/28 15:44:16.715, 35.08, 0, 0, 97887
1785253456.915253,2026/07/28 15:44:16.915, 35.08, 0, 0, 97887
1785253457.115337,2026/07/28 15:44:17.115, 35.08, 0, 0, 97887
1785253457.315429,2026/07/28 15:44:17.315, 35.08, 0, 0, 97887
1785253457.515568,2026/07/28 15:44:17.515, 35.08, 0, 0, 97887
1785253457.715684,2026/07/28 15:44:17.715, 35.08, 0, 0, 97887
1785253457.915873,2026/07/28 15:44:17.915, 35.08, 0, 0, 97887
1785253458.115939,2026/07/28 15:44:18.115, 35.08, 0, 0, 97887
1785253458.316038,2026/07/28 15:44:18.315, 35.08, 0, 0, 97887
1785253458.516239,2026/07/28 15:44:18.516, 35.54, 0, 0, 97887
1785253458.716324,2026/07/28 15:44:18.716, 35.54, 0, 0, 97887
1785253458.916426,2026/07/28 15:44:18.916, 35.54, 0, 0, 97887
1785253459.116690,2026/07/28 15:44:19.116, 35.54, 0, 0, 97887
1785253459.316868,2026/07/28 15:44:19.316, 35.54, 0, 0, 97887
1785253459.517056,2026/07/28 15:44:19.516, 35.08, 0, 0, 97887
1785253459.717233,2026/07/28 15:44:19.717, 35.08, 0, 0, 97887
