epoch,timestamp,power_w,utilization_gpu_pct,memory_used_mb,memory_total_mb
1785254820.878495,2026/07/28 16:07:00.870, 36.07, 0, 0, 97887
1785254821.078567,2026/07/28 16:07:01.078, 36.07, 0, 0, 97887
1785254821.278651,2026/07/28 16:07:01.278, 36.07, 0, 0, 97887
1785254821.478747,2026/07/28 16:07:01.478, 36.07, 0, 0, 97887
1785254821.678837,2026/07/28 16:07:01.678, 36.07, 0, 0, 97887
1785254821.878936,2026/07/28 16:07:01.878, 36.05, 0, 0, 97887
1785254822.079102,2026/07/28 16:07:02.078, 36.05, 0, 0, 97887
1785254822.279214,2026/07/28 16:07:02.279, 36.05, 0, 0, 97887
1785254822.479298,2026/07/28 16:07:02.479, 36.05, 0, 0, 97887
1785254822.679410,2026/07/28 16:07:02.679, 36.05, 0, 0, 97887
1785254822.879499,2026/07/28 16:07:02.879, 36.03, 0, 0, 97887
1785254823.079586,2026/07/28 16:07:03.079, 36.03, 0, 0, 97887
1785254823.279676,2026/07/28 16:07:03.279, 36.03, 0, 0, 97887
1785254823.479770,2026/07/28 16:07:03.479, 36.03, 0, 0, 97887
1785254823.679859,2026/07/28 16:07:03.679, 36.03, 0, 0, 97887
1785254823.879956,2026/07/28 16:07:03.879, 36.08, 0, 0, 97887
1785254824.080045,2026/07/28 16:07:04.080, 36.08, 0, 0, 97887
1785254824.280141,2026/07/28 16:07:04.280, 36.08, 0, 0, 97887
1785254824.480267,2026/07/28 16:07:04.480, 36.08, 0, 0, 97887
1785254824.680383,2026/07/28 16:07:04.680, 36.08, 0, 0, 97887
1785254824.880491,2026/07/28 16:07:04.880, 35.59, 0, 0, 97887
1785254825.080580,2026/07/28 16:07:05.080, 35.59, 0, 0, 97887
1785254825.280680,2026/07/28 16:07:05.280, 35.59, 0, 0, 97887
1785254825.480781,2026/07/28 16:07:05.480, 35.59, 0, 0, 97887
1785254825.680877,2026/07/28 16:07:05.680, 35.59, 0, 0, 97887
1785254825.880973,2026/07/28 16:07:05.880, 35.63, 0, 0, 97887
1785254826.081079,2026/07/28 16:07:06.081, 35.63, 0, 0, 97887
1785254826.281168,2026/07/28 16:07:06.281, 35.63, 0, 0, 97887
1785254826.481263,2026/07/28 16:07:06.481, 35.63, 0, 0, 97887
1785254826.681383,2026/07/28 16:07:06.681, 35.63, 0, 0, 97887
1785254826.881458,2026/07/28 16:07:06.881, 35.64, 0, 0, 97887
1785254827.081547,2026/07/28 16:07:07.081, 35.64, 0, 0, 97887
1785254827.281637,2026/07/28 16:07:07.281, 35.64, 0, 0, 97887
1785254827.481728,2026/07/28 16:07:07.481, 35.64, 0, 0, 97887
1785254827.681837,2026/07/28 16:07:07.681, 35.64, 0, 0, 97887
1785254827.881932,2026/07/28 16:07:07.881, 35.59, 0, 0, 97887
1785254828.082080,2026/07/28 16:07:08.081, 35.59, 0, 0, 97887
1785254828.282182,2026/07/28 16:07:08.282, 35.59, 0, 0, 97887
1785254828.482271,2026/07/28 16:07:08.482, 35.59, 0, 0, 97887
1785254828.682364,2026/07/28 16:07:08.682, 35.59, 0, 0, 97887
1785254828.882457,2026/07/28 16:07:08.882, 35.59, 0, 0, 97887
1785254829.082562,2026/07/28 16:07:09.082, 35.59, 0, 0, 97887
1785254829.282645,2026/07/28 16:07:09.282, 35.59, 0, 0, 97887
1785254829.482734,2026/07/28 16:07:09.482, 35.59, 0, 0, 97887
1785254829.682836,2026/07/28 16:07:09.682, 35.59, 0, 0, 97887
1785254829.882924,2026/07/28 16:07:09.882, 35.63, 0, 0, 97887
1785254830.083026,2026/07/28 16:07:10.082, 35.63, 0, 0, 97887
1785254830.283316,2026/07/28 16:07:10.283, 35.63, 0, 0, 97887
1785254830.483414,2026/07/28 16:07:10.483, 35.63, 0, 0, 97887
1785254830.683505,2026/07/28 16:07:10.683, 35.63, 0, 0, 97887
1785254830.883599,2026/07/28 16:07:10.883, 35.61, 0, 0, 97887
1785254831.083689,2026/07/28 16:07:11.083, 35.61, 0, 0, 97887
1785254831.283831,2026/07/28 16:07:11.283, 35.61, 0, 0, 97887
1785254831.483932,2026/07/28 16:07:11.483, 35.61, 0, 0, 97887
1785254831.684021,2026/07/28 16:07:11.683, 35.61, 0, 0, 97887
1785254831.884113,2026/07/28 16:07:11.884, 35.61, 0, 0, 97887
1785254832.084204,2026/07/28 16:07:12.084, 35.61, 0, 0, 97887
1785254832.284297,2026/07/28 16:07:12.284, 35.61, 0, 0, 97887
