epoch,timestamp,power_w,utilization_gpu_pct,memory_used_mb,memory_total_mb
1785254078.016979,2026/07/28 15:54:38.008, 48.64, 0, 0, 97887
1785254078.217090,2026/07/28 15:54:38.216, 48.64, 0, 0, 97887
1785254078.417189,2026/07/28 15:54:38.417, 48.64, 0, 0, 97887
1785254078.617294,2026/07/28 15:54:38.617, 48.64, 0, 0, 97887
1785254078.817450,2026/07/28 15:54:38.817, 48.64, 0, 0, 97887
1785254079.017563,2026/07/28 15:54:39.017, 48.65, 0, 0, 97887
1785254079.217663,2026/07/28 15:54:39.217, 48.65, 0, 0, 97887
1785254079.417762,2026/07/28 15:54:39.417, 48.65, 0, 0, 97887
1785254079.617870,2026/07/28 15:54:39.617, 48.65, 0, 0, 97887
1785254079.817993,2026/07/28 15:54:39.817, 48.65, 0, 0, 97887
1785254080.018101,2026/07/28 15:54:40.018, 48.62, 0, 0, 97887
1785254080.218206,2026/07/28 15:54:40.218, 48.62, 0, 0, 97887
1785254080.418301,2026/07/28 15:54:40.418, 48.62, 0, 0, 97887
1785254080.618452,2026/07/28 15:54:40.618, 48.62, 0, 0, 97887
1785254080.818552,2026/07/28 15:54:40.818, 48.62, 0, 0, 97887
1785254081.018653,2026/07/28 15:54:41.018, 48.09, 0, 0, 97887
1785254081.218777,2026/07/28 15:54:41.218, 48.09, 0, 0, 97887
1785254081.418872,2026/07/28 15:54:41.418, 48.09, 0, 0, 97887
1785254081.618974,2026/07/28 15:54:41.618, 48.09, 0, 0, 97887
1785254081.819063,2026/07/28 15:54:41.819, 48.09, 0, 0, 97887
1785254082.019147,2026/07/28 15:54:42.019, 36.00, 0, 0, 97887
1785254082.219250,2026/07/28 15:54:42.219, 36.00, 0, 0, 97887
1785254082.419329,2026/07/28 15:54:42.419, 36.00, 0, 0, 97887
1785254082.619426,2026/07/28 15:54:42.619, 36.00, 0, 0, 97887
1785254082.819519,2026/07/28 15:54:42.819, 36.00, 0, 0, 97887
1785254083.019637,2026/07/28 15:54:43.019, 36.02, 0, 0, 97887
1785254083.219733,2026/07/28 15:54:43.219, 36.02, 0, 0, 97887
1785254083.419825,2026/07/28 15:54:43.419, 36.02, 0, 0, 97887
1785254083.620012,2026/07/28 15:54:43.619, 36.02, 0, 0, 97887
1785254083.820261,2026/07/28 15:54:43.820, 36.02, 0, 0, 97887
1785254084.020452,2026/07/28 15:54:44.020, 35.84, 0, 0, 97887
1785254084.220623,2026/07/28 15:54:44.220, 35.84, 0, 0, 97887
1785254084.420846,2026/07/28 15:54:44.420, 35.84, 0, 0, 97887
1785254084.621053,2026/07/28 15:54:44.620, 35.84, 0, 0, 97887
1785254084.821264,2026/07/28 15:54:44.821, 35.84, 0, 0, 97887
1785254085.021518,2026/07/28 15:54:45.021, 35.61, 0, 0, 97887
1785254085.221702,2026/07/28 15:54:45.221, 35.61, 0, 0, 97887
1785254085.421858,2026/07/28 15:54:45.421, 35.61, 0, 0, 97887
1785254085.622071,2026/07/28 15:54:45.621, 35.61, 0, 0, 97887
1785254085.822287,2026/07/28 15:54:45.822, 35.61, 0, 0, 97887
1785254086.022391,2026/07/28 15:54:46.022, 35.60, 0, 0, 97887
1785254086.222467,2026/07/28 15:54:46.222, 35.60, 0, 0, 97887
1785254086.422554,2026/07/28 15:54:46.422, 35.60, 0, 0, 97887
1785254086.622680,2026/07/28 15:54:46.622, 35.60, 0, 0, 97887
1785254086.822784,2026/07/28 15:54:46.822, 35.60, 0, 0, 97887
1785254087.022867,2026/07/28 15:54:47.022, 35.59, 0, 0, 97887
1785254087.222967,2026/07/28 15:54:47.222, 35.59, 0, 0, 97887
1785254087.423088,2026/07/28 15:54:47.423, 35.59, 0, 0, 97887
1785254087.623175,2026/07/28 15:54:47.623, 35.59, 0, 0, 97887
1785254087.823267,2026/07/28 15:54:47.823, 35.59, 0, 0, 97887
1785254088.023388,2026/07/28 15:54:48.023, 35.61, 0, 0, 97887
1785254088.223487,2026/07/28 15:54:48.223, 35.61, 0, 0, 97887
1785254088.423581,2026/07/28 15:54:48.423, 35.61, 0, 0, 97887
1785254088.623672,2026/07/28 15:54:48.623, 35.61, 0, 0, 97887
1785254088.823762,2026/07/28 15:54:48.823, 35.61, 0, 0, 97887
1785254089.023883,2026/07/28 15:54:49.023, 35.61, 0, 0, 97887
1785254089.223970,2026/07/28 15:54:49.223, 35.61, 0, 0, 97887
1785254089.424078,2026/07/28 15:54:49.424, 35.61, 0, 0, 97887
1785254089.624161,2026/07/28 15:54:49.624, 35.61, 0, 3, 97887
1785254089.824247,2026/07/28 15:54:49.824, 35.81, 0, 3, 97887
1785254090.024364,2026/07/28 15:54:50.024, 35.96, 0, 3, 97887
1785254090.224450,2026/07/28 15:54:50.224, 35.90, 0, 3, 97887
1785254090.424541,2026/07/28 15:54:50.424, 35.86, 0, 3, 97887
1785254090.624634,2026/07/28 15:54:50.624, 35.83, 0, 3, 97887
1785254090.824727,2026/07/28 15:54:50.824, 35.82, 0, 3, 97887
1785254091.024840,2026/07/28 15:54:51.024, 35.82, 0, 3, 97887
1785254091.224951,2026/07/28 15:54:51.224, 35.82, 0, 3, 97887
1785254091.425008,2026/07/28 15:54:51.424, 35.82, 0, 3, 97887
1785254091.625098,2026/07/28 15:54:51.625, 35.15, 0, 3, 97887
1785254091.825189,2026/07/28 15:54:51.825, 35.15, 0, 3, 97887
1785254092.025287,2026/07/28 15:54:52.025, 35.15, 0, 3, 97887
1785254092.225401,2026/07/28 15:54:52.225, 35.15, 0, 3, 97887
1785254092.425488,2026/07/28 15:54:52.425, 35.15, 0, 3, 97887
1785254092.625584,2026/07/28 15:54:52.625, 35.11, 0, 3, 97887
1785254092.825683,2026/07/28 15:54:52.825, 35.11, 0, 3, 97887
1785254093.025798,2026/07/28 15:54:53.025, 35.11, 0, 3, 97887
1785254093.225880,2026/07/28 15:54:53.225, 35.11, 0, 3, 97887
1785254093.425975,2026/07/28 15:54:53.425, 35.11, 0, 3, 97887
1785254093.626066,2026/07/28 15:54:53.626, 35.11, 0, 3, 97887
1785254093.826176,2026/07/28 15:54:53.826, 35.11, 0, 3, 97887
1785254094.026284,2026/07/28 15:54:54.026, 35.11, 0, 3, 97887
1785254094.226533,2026/07/28 15:54:54.226, 35.11, 0, 3, 97887
