run_id,family,nvidia_summary,measurement_tier,duration_s,duration_h,mean_power_w,max_power_w,mean_gpu_utilization_pct,max_memory_used_mb,measured_gpu_energy_kwh,codecarbon_available,codecarbon_path,codecarbon_energy_kwh,codecarbon_gpu_energy_kwh,codecarbon_cpu_energy_kwh,codecarbon_ram_energy_kwh,codecarbon_emissions_kgco2e_pue1,codecarbon_country,codecarbon_region,codecarbon_version,facility_gpu_energy_kwh_central,gpu_emissions_kgco2e_low,gpu_emissions_kgco2e_central,gpu_emissions_kgco2e_high,cloud_cost_usd_runtime_proxy
a735bb601c57e769,replication_210x3,results/replication210x3/draw_2102/13b_dense/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,166.35126161575317,0.04620868378215366,138.91998796630565,453.8,17.462093862815884,28357.0,0.00641930979495561,True,results/replication210x3/draw_2102/13b_dense/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.011629309113914894,0.006352494526435937,0.0027880257631239594,0.002488788824354997,0.000349656449758906,Iceland,capital region,3.2.9,0.007703171753946731,0.00010591861161676757,0.0002528951286820712,0.0007189626970350283,0.09241736756430732
ee1ac922f4fbf839,replication_210x3,results/replication210x3/draw_2102/13b_fastv/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,167.7128939628601,0.04658691498968336,136.35032219570405,468.54,16.928400954653938,31599.0,0.0063521408689472016,True,results/replication210x3/draw_2102/13b_fastv/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.011635394199567528,0.006324758670913866,0.0028007423609992936,0.0025098931676543726,0.00034999790112086787,Iceland,capital region,3.2.9,0.0076225690427366415,0.00010481032433762884,0.0002502489416730439,0.0007114397773220865,0.09317382997936673
c0c4889b9e595400,replication_210x3,results/replication210x3/draw_2102/13b_random/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,175.71016478538513,0.04880837910705142,140.88159635119726,449.29,16.696693272519955,28359.0,0.0068762023639158286,True,results/replication210x3/draw_2102/13b_random/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.01234984479679425,0.00678077653572795,0.0029416015342717907,0.0026274667267945184,0.0003696457039460698,Iceland,capital region,3.2.9,0.008251442836698994,0.00011345733900461117,0.000270894868328828,0.0007701346647585727,0.09761675821410284
f16f5759cc284077,replication_210x3,results/replication210x3/draw_2102/13b_scope/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,136.17447638511658,0.03782624344031016,144.07481644640234,455.71,19.352422907488986,28389.0,0.005449809080519617,True,results/replication210x3/draw_2102/13b_scope/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.009884497683090278,0.005462650481228071,0.002379988507386899,0.0020418586944753033,0.0003019025923891615,Iceland,capital region,3.2.9,0.0065397708966235405,8.992184982857368e-05,0.0002147006785361508,0.000610378617018197,0.07565248688062032
b97003f9008c0eb7,replication_210x3,results/replication210x3/draw_2102/7b_dense/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,96.78679966926575,0.026885222130351598,115.96299586776858,517.55,15.580578512396695,15639.0,0.0031176909028060025,True,results/replication210x3/draw_2102/7b_dense/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.006313088614004102,0.0032192967421020846,0.0016380321250816124,0.0014557597468204042,0.0002025333563790751,Iceland,capital region,3.2.9,0.003741229083367203,5.144189989629904e-05,0.00012282455080694528,0.00034918138111427225,0.053770444260703196
34f9e052d05f08d0,replication_210x3,results/replication210x3/draw_2102/7b_fastv/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,48.59942293167114,0.013499839703241983,214.18127572016462,539.7,30.650205761316872,18483.0,0.0028914128896580966,True,results/replication210x3/draw_2102/7b_fastv/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.00416467008916867,0.002595174853915916,0.0008405049549970795,0.0007289902802556752,0.0001461608951297031,Iceland,capital region,3.2.9,0.0034696954675897157,4.770831267935859e-05,0.00011391010220097036,0.0003238382436417068,0.026999679406483967
1c2a473ac8151038,replication_210x3,results/replication210x3/draw_2102/7b_random/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,132.70918083190918,0.03686366134219699,112.84220211161389,534.89,11.536953242835596,15641.0,0.004159776723750281,True,results/replication210x3/draw_2102/7b_random/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.008035393286340132,0.0038320952878958536,0.002216920342486294,0.0019863776559579842,0.00025007443445170994,Iceland,capital region,3.2.9,0.004991732068500337,6.863631594187963e-05,0.00016387856380886605,0.0004658949930600314,0.07372732268439398
3be9c0991f3524dc,replication_210x3,results/replication210x3/draw_2102/7b_scope/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,91.04893016815186,0.025291369491153293,121.68613186813187,538.51,15.463736263736264,15681.0,0.003077608923026127,True,results/replication210x3/draw_2102/7b_scope/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.005834945891438578,0.0029468881908421007,0.001524175307366244,0.0013638823932302327,0.00018942239377144746,Iceland,capital region,3.2.9,0.003693130707631352,5.07805472299311e-05,0.00012124548113153729,0.0003446921993789262,0.050582738982306585
1f0f8c926f2c62fc,replication_210x3,results/replication210x3/draw_2103/13b_dense/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,138.40994596481323,0.03844720721244812,154.28447976878613,477.67,20.4378612716763,28065.0,0.00593180736333528,True,results/replication210x3/draw_2103/13b_dense/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.010323967198985092,0.0059409711416620326,0.002310906097259666,0.0020720899600633856,0.00031361875127907177,Iceland,capital region,3.2.9,0.007118168836002336,9.787482149503212e-05,0.00023368948288595668,0.0006643624246935513,0.07689441442489624
0167ee375ddfa220,replication_210x3,results/replication210x3/draw_2103/13b_fastv/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,169.37914943695068,0.0470497637324863,138.998,453.84,16.514792899408285,32857.0,0.00653982305928813,True,results/replication210x3/draw_2103/13b_fastv/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.01184325930593381,0.006474630735256115,0.0028325393385683997,0.0025360892321092967,0.00035640969561585915,Iceland,capital region,3.2.9,0.007847787671145755,0.00010790708047825416,0.00025764286924371513,0.0007324601826402705,0.0940995274649726
5df546e5d1505ffb,replication_210x3,results/replication210x3/draw_2103/13b_random/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,119.50982213020325,0.033197172813945346,174.6676510067114,471.36,23.13422818791946,28067.0,0.005798472195475693,True,results/replication210x3/draw_2103/13b_random/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.009596246024582674,0.0058084215911780035,0.0020016549373448604,0.0017861694960598115,0.0002942373095627592,Iceland,capital region,3.2.9,0.006958166634570831,9.567479122534893e-05,0.00022843661061296036,0.0006494288858932775,0.06639434562789069
8a019d2287f62887,replication_210x3,results/replication210x3/draw_2103/13b_scope/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,143.84288048744202,0.03995635569095612,138.3949652294854,457.05,17.756606397774686,28207.0,0.005529758456546822,True,results/replication210x3/draw_2103/13b_scope/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.010083518227225,0.005519445804441858,0.0024063008536973234,0.0021577715690858164,0.0003070328838093131,Iceland,capital region,3.2.9,0.006635710147856186,9.124101453302256e-05,0.00021785036415411857,0.0006193329471332441,0.07991271138191224
a45825387d85e793,replication_210x3,results/replication210x3/draw_2103/7b_dense/telemetry_attempts/attempt_001/nvidia_smi_summary.json,tier1_direct_gpu,114.8453483581543,0.03190148565504286,116.69618466898955,538.53,13.68815331010453,15455.0,0.0037227816612160026,True,results/replication210x3/draw_2103/7b_dense/telemetry_attempts/attempt_001/codecarbon/emissions.csv,0.007228706408152108,0.0035776261954321154,0.0019259166045553346,0.0017251636081646578,0.00022774672669535152,Iceland,capital region,3.2.9,0.004467337993459203,6.142589741006404e-05,0.00014666270632526562,0.0004169515460561923,0.06380297131008572
