epoch,timestamp,power_w,utilization_gpu_pct,memory_used_mb,memory_total_mb
1785252539.496109,2026/07/28 15:28:59.491, 49.67, 0, 0, 97887
1785252539.696228,2026/07/28 15:28:59.696, 49.67, 0, 0, 97887
1785252539.896313,2026/07/28 15:28:59.896, 49.67, 0, 0, 97887
1785252540.096455,2026/07/28 15:29:00.096, 49.67, 0, 0, 97887
1785252540.296561,2026/07/28 15:29:00.296, 49.67, 0, 0, 97887
1785252540.496676,2026/07/28 15:29:00.496, 49.67, 0, 0, 97887
1785252540.696796,2026/07/28 15:29:00.696, 49.67, 0, 0, 97887
1785252540.896873,2026/07/28 15:29:00.896, 49.67, 0, 0, 97887
1785252541.096975,2026/07/28 15:29:01.096, 49.67, 0, 0, 97887
1785252541.297080,2026/07/28 15:29:01.297, 49.63, 0, 0, 97887
1785252541.497302,2026/07/28 15:29:01.497, 49.63, 0, 0, 97887
1785252541.697381,2026/07/28 15:29:01.697, 49.63, 0, 0, 97887
1785252541.897448,2026/07/28 15:29:01.897, 49.63, 0, 0, 97887
1785252542.097539,2026/07/28 15:29:02.097, 49.63, 0, 0, 97887
1785252542.297650,2026/07/28 15:29:02.297, 36.58, 0, 0, 97887
1785252542.497734,2026/07/28 15:29:02.497, 36.58, 0, 0, 97887
1785252542.697826,2026/07/28 15:29:02.697, 36.58, 0, 0, 97887
1785252542.897948,2026/07/28 15:29:02.897, 36.58, 0, 0, 97887
1785252543.098021,2026/07/28 15:29:03.097, 36.58, 0, 0, 97887
1785252543.298120,2026/07/28 15:29:03.298, 37.01, 0, 0, 97887
1785252543.498255,2026/07/28 15:29:03.498, 37.01, 0, 0, 97887
1785252543.698395,2026/07/28 15:29:03.698, 37.01, 0, 0, 97887
1785252543.898460,2026/07/28 15:29:03.898, 37.01, 0, 0, 97887
1785252544.098574,2026/07/28 15:29:04.098, 37.01, 0, 0, 97887
1785252544.298695,2026/07/28 15:29:04.298, 36.77, 0, 0, 97887
1785252544.498816,2026/07/28 15:29:04.498, 36.77, 0, 0, 97887
1785252544.698889,2026/07/28 15:29:04.698, 36.77, 0, 0, 97887
1785252544.899030,2026/07/28 15:29:04.898, 36.77, 0, 0, 97887
1785252545.099314,2026/07/28 15:29:05.099, 36.77, 0, 0, 97887
1785252545.299395,2026/07/28 15:29:05.299, 36.54, 0, 0, 97887
1785252545.499541,2026/07/28 15:29:05.499, 36.54, 0, 0, 97887
1785252545.699634,2026/07/28 15:29:05.699, 36.54, 0, 0, 97887
1785252545.899759,2026/07/28 15:29:05.899, 36.54, 0, 0, 97887
1785252546.099921,2026/07/28 15:29:06.099, 36.54, 0, 0, 97887
1785252546.300049,2026/07/28 15:29:06.299, 36.55, 0, 0, 97887
1785252546.500180,2026/07/28 15:29:06.500, 36.55, 0, 0, 97887
1785252546.700295,2026/07/28 15:29:06.700, 36.55, 0, 0, 97887
1785252546.900445,2026/07/28 15:29:06.900, 36.55, 0, 0, 97887
1785252547.100583,2026/07/28 15:29:07.100, 36.55, 0, 0, 97887
1785252547.300758,2026/07/28 15:29:07.300, 36.57, 0, 0, 97887
1785252547.500876,2026/07/28 15:29:07.500, 36.57, 0, 0, 97887
1785252547.701019,2026/07/28 15:29:07.700, 36.57, 0, 0, 97887
1785252547.901133,2026/07/28 15:29:07.901, 36.57, 0, 0, 97887
1785252548.101288,2026/07/28 15:29:08.101, 36.57, 0, 0, 97887
1785252548.301382,2026/07/28 15:29:08.301, 36.07, 0, 0, 97887
1785252548.501490,2026/07/28 15:29:08.501, 36.07, 0, 0, 97887
1785252548.701627,2026/07/28 15:29:08.701, 36.07, 0, 0, 97887
1785252548.901783,2026/07/28 15:29:08.901, 36.07, 0, 0, 97887
1785252549.101886,2026/07/28 15:29:09.101, 36.07, 0, 0, 97887
1785252549.301992,2026/07/28 15:29:09.301, 36.31, 0, 0, 97887
1785252549.502078,2026/07/28 15:29:09.502, 36.31, 0, 0, 97887
1785252549.702306,2026/07/28 15:29:09.702, 36.31, 0, 0, 97887
1785252549.902366,2026/07/28 15:29:09.902, 36.31, 0, 0, 97887
