epoch,timestamp,power_w,utilization_gpu_pct,memory_used_mb,memory_total_mb
1785252694.589935,2026/07/28 15:31:34.584, 35.84, 0, 0, 97887
1785252694.790002,2026/07/28 15:31:34.789, 35.84, 0, 0, 97887
1785252694.990119,2026/07/28 15:31:34.990, 35.84, 0, 0, 97887
1785252695.190210,2026/07/28 15:31:35.190, 35.84, 0, 0, 97887
1785252695.390303,2026/07/28 15:31:35.390, 35.57, 0, 0, 97887
1785252695.590419,2026/07/28 15:31:35.590, 35.57, 0, 0, 97887
1785252695.790506,2026/07/28 15:31:35.790, 35.57, 0, 0, 97887
1785252695.990597,2026/07/28 15:31:35.990, 35.57, 0, 0, 97887
1785252696.190691,2026/07/28 15:31:36.190, 35.57, 0, 0, 97887
1785252696.390790,2026/07/28 15:31:36.390, 35.59, 0, 0, 97887
1785252696.590896,2026/07/28 15:31:36.590, 35.59, 0, 0, 97887
1785252696.791007,2026/07/28 15:31:36.790, 35.59, 0, 0, 97887
1785252696.991113,2026/07/28 15:31:36.991, 35.59, 0, 0, 97887
1785252697.191219,2026/07/28 15:31:37.191, 35.59, 0, 0, 97887
1785252697.391496,2026/07/28 15:31:37.391, 35.63, 0, 0, 97887
1785252697.591706,2026/07/28 15:31:37.591, 35.63, 0, 0, 97887
1785252697.791788,2026/07/28 15:31:37.791, 35.63, 0, 0, 97887
1785252697.991884,2026/07/28 15:31:37.991, 35.63, 0, 0, 97887
1785252698.191987,2026/07/28 15:31:38.191, 35.63, 0, 0, 97887
1785252698.392079,2026/07/28 15:31:38.392, 35.62, 0, 0, 97887
1785252698.592312,2026/07/28 15:31:38.592, 35.62, 0, 0, 97887
1785252698.792485,2026/07/28 15:31:38.792, 35.62, 0, 0, 97887
1785252698.992549,2026/07/28 15:31:38.992, 35.62, 0, 0, 97887
1785252699.192640,2026/07/28 15:31:39.192, 35.62, 0, 0, 97887
1785252699.392726,2026/07/28 15:31:39.392, 35.60, 0, 0, 97887
1785252699.592811,2026/07/28 15:31:39.592, 35.60, 0, 0, 97887
1785252699.792897,2026/07/28 15:31:39.792, 35.60, 0, 0, 97887
1785252699.992980,2026/07/28 15:31:39.992, 35.60, 0, 0, 97887
1785252700.193073,2026/07/28 15:31:40.193, 35.60, 0, 0, 97887
1785252700.393163,2026/07/28 15:31:40.393, 35.59, 0, 0, 97887
1785252700.593251,2026/07/28 15:31:40.593, 35.59, 0, 0, 97887
1785252700.793348,2026/07/28 15:31:40.793, 35.59, 0, 0, 97887
1785252700.993449,2026/07/28 15:31:40.993, 35.59, 0, 0, 97887
1785252701.193541,2026/07/28 15:31:41.193, 35.59, 0, 0, 97887
1785252701.393635,2026/07/28 15:31:41.393, 35.60, 0, 0, 97887
1785252701.593749,2026/07/28 15:31:41.593, 35.60, 0, 0, 97887
1785252701.793853,2026/07/28 15:31:41.793, 35.60, 0, 0, 97887
1785252701.993944,2026/07/28 15:31:41.993, 35.60, 0, 0, 97887
1785252702.194041,2026/07/28 15:31:42.193, 35.60, 0, 0, 97887
1785252702.394123,2026/07/28 15:31:42.394, 35.37, 0, 0, 97887
1785252702.594220,2026/07/28 15:31:42.594, 35.37, 0, 0, 97887
1785252702.794312,2026/07/28 15:31:42.794, 35.37, 0, 0, 97887
1785252702.994402,2026/07/28 15:31:42.994, 35.37, 0, 0, 97887
1785252703.194492,2026/07/28 15:31:43.194, 35.37, 0, 0, 97887
1785252703.394580,2026/07/28 15:31:43.394, 35.36, 0, 0, 97887
1785252703.594669,2026/07/28 15:31:43.594, 35.36, 0, 0, 97887
1785252703.794756,2026/07/28 15:31:43.794, 35.36, 0, 0, 97887
1785252703.994848,2026/07/28 15:31:43.994, 35.36, 0, 0, 97887
1785252704.194937,2026/07/28 15:31:44.194, 35.36, 0, 0, 97887
1785252704.395026,2026/07/28 15:31:44.394, 35.11, 0, 0, 97887
1785252704.595115,2026/07/28 15:31:44.595, 35.11, 0, 0, 97887
1785252704.795203,2026/07/28 15:31:44.795, 35.11, 0, 0, 97887
1785252704.995295,2026/07/28 15:31:44.995, 35.11, 0, 0, 97887
1785252705.195405,2026/07/28 15:31:45.195, 35.11, 0, 0, 97887
1785252705.395496,2026/07/28 15:31:45.395, 35.11, 0, 0, 97887
1785252705.595591,2026/07/28 15:31:45.595, 35.11, 0, 0, 97887
1785252705.795684,2026/07/28 15:31:45.795, 35.11, 0, 0, 97887
1785252705.995785,2026/07/28 15:31:45.995, 35.11, 0, 0, 97887
1785252706.195883,2026/07/28 15:31:46.195, 35.11, 0, 0, 97887
1785252706.395972,2026/07/28 15:31:46.395, 35.11, 0, 0, 97887
1785252706.596061,2026/07/28 15:31:46.596, 35.11, 0, 0, 97887
1785252706.796153,2026/07/28 15:31:46.796, 35.11, 0, 0, 97887
1785252706.996246,2026/07/28 15:31:46.996, 35.11, 0, 0, 97887
1785252707.196336,2026/07/28 15:31:47.196, 35.11, 0, 0, 97887
1785252707.396424,2026/07/28 15:31:47.396, 35.11, 0, 0, 97887
1785252707.596520,2026/07/28 15:31:47.596, 35.11, 0, 0, 97887
1785252707.796612,2026/07/28 15:31:47.796, 35.11, 0, 0, 97887
1785252707.996713,2026/07/28 15:31:47.996, 35.11, 0, 0, 97887
1785252708.196805,2026/07/28 15:31:48.196, 35.11, 0, 0, 97887
1785252708.396933,2026/07/28 15:31:48.396, 35.11, 0, 0, 97887
1785252708.597038,2026/07/28 15:31:48.596, 35.11, 0, 0, 97887
1785252708.797193,2026/07/28 15:31:48.797, 35.11, 0, 0, 97887
1785252708.997290,2026/07/28 15:31:48.997, 35.11, 0, 0, 97887
1785252709.197428,2026/07/28 15:31:49.197, 35.11, 0, 0, 97887
1785252709.397534,2026/07/28 15:31:49.397, 35.09, 0, 0, 97887
1785252709.597625,2026/07/28 15:31:49.597, 35.09, 0, 0, 97887
1785252709.797711,2026/07/28 15:31:49.797, 35.09, 0, 0, 97887
1785252709.997808,2026/07/28 15:31:49.997, 35.09, 0, 0, 97887
1785252710.197898,2026/07/28 15:31:50.197, 35.09, 0, 0, 97887
1785252710.397986,2026/07/28 15:31:50.397, 35.06, 0, 0, 97887
1785252710.598076,2026/07/28 15:31:50.598, 35.06, 0, 0, 97887
1785252710.798165,2026/07/28 15:31:50.798, 35.06, 0, 0, 97887
1785252710.998254,2026/07/28 15:31:50.998, 35.06, 0, 0, 97887
1785252711.198342,2026/07/28 15:31:51.198, 35.06, 0, 0, 97887
1785252711.398431,2026/07/28 15:31:51.398, 35.05, 0, 0, 97887
1785252711.598526,2026/07/28 15:31:51.598, 35.05, 0, 0, 97887
1785252711.798615,2026/07/28 15:31:51.798, 35.05, 0, 0, 97887
1785252711.998707,2026/07/28 15:31:51.998, 35.05, 0, 0, 97887
1785252712.198797,2026/07/28 15:31:52.198, 35.05, 0, 0, 97887
1785252712.398888,2026/07/28 15:31:52.398, 35.07, 0, 0, 97887
1785252712.598979,2026/07/28 15:31:52.598, 35.07, 0, 0, 97887
1785252712.799071,2026/07/28 15:31:52.799, 35.07, 0, 0, 97887
1785252712.999166,2026/07/28 15:31:52.999, 35.07, 0, 0, 97887
