model,method,sample_id,dataset,selected_budget,task_correct,unsafe_acceptance,supported_correct,gpu_energy_joule,latency_ms
7b,scope,pope_adversarial_001969,pope_adversarial,256,True,False,False,19.650909085273742,93.86434406042099
7b,scope,pope_adversarial_001981,pope_adversarial,256,True,False,False,20.63074267268181,94.26121599972248
7b,scope,pope_adversarial_001999,pope_adversarial,256,True,False,False,20.579729716777802,93.7870740890503
7b,scope,pope_adversarial_002016,pope_adversarial,256,True,False,True,22.43684498310089,97.65901230275631
7b,scope,pope_adversarial_002022,pope_adversarial,256,False,False,False,22.263306212425235,96.48394398391247
7b,scope,pope_adversarial_002029,pope_adversarial,256,True,False,False,22.54262179851532,93.97261403501034
7b,scope,pope_adversarial_002052,pope_adversarial,256,False,False,False,23.431968784332277,97.39898890256882
7b,scope,pope_adversarial_002082,pope_adversarial,256,True,False,True,24.318468079566955,99.49500672519207
7b,scope,pope_adversarial_002088,pope_adversarial,256,False,False,False,24.799372782707216,101.37130692601204
7b,scope,pope_adversarial_002136,pope_adversarial,256,True,False,True,22.74754410982132,92.26851351559162
7b,scope,pope_adversarial_002142,pope_adversarial,256,True,False,True,23.548509010076522,95.51414661109447
7b,scope,pope_adversarial_002160,pope_adversarial,256,True,False,True,24.29262155413628,98.0219841003418
7b,scope,pope_adversarial_002191,pope_adversarial,256,True,False,True,23.803743453025817,96.04340046644211
7b,scope,pope_adversarial_002221,pope_adversarial,256,True,False,False,25.157892247438433,100.95053911209106
7b,scope,pope_adversarial_002328,pope_adversarial,256,True,False,True,23.61312811970711,94.73506920039654
7b,scope,pope_adversarial_002341,pope_adversarial,256,True,False,True,23.43041521668434,93.46065111458302
7b,scope,pope_adversarial_002347,pope_adversarial,256,True,False,False,81.16833381891252,343.3050196617842
7b,scope,pope_adversarial_002394,pope_adversarial,256,True,False,True,23.490525543689728,107.55527764558792
7b,scope,pope_adversarial_002400,pope_adversarial,256,True,False,True,20.497513103485105,93.41971203684807
7b,scope,pope_adversarial_002466,pope_adversarial,256,True,False,True,20.96044955253601,95.24407610297203
7b,scope,pope_adversarial_002472,pope_adversarial,256,False,False,False,20.29475517511368,93.84285286068916
7b,scope,pope_adversarial_002478,pope_adversarial,256,True,False,True,18.79424700140953,97.96851687133312
7b,scope,pope_adversarial_002502,pope_adversarial,256,True,False,True,16.076413305997846,128.8373526185751
7b,scope,pope_adversarial_002514,pope_adversarial,256,True,False,True,14.176837509870529,109.98507402837276
7b,scope,pope_adversarial_002526,pope_adversarial,256,True,False,True,15.983833308219907,114.15061540901661
7b,scope,pope_adversarial_002532,pope_adversarial,256,True,False,True,14.33810363769531,93.63267198204994
7b,scope,pope_adversarial_002575,pope_adversarial,256,True,False,False,15.710404819250106,94.11988593637943
7b,scope,pope_adversarial_002592,pope_adversarial,256,True,False,True,16.74259430527687,95.18489427864552
7b,scope,pope_adversarial_002610,pope_adversarial,256,False,False,False,24.822677848339083,122.08552472293377
7b,scope,pope_adversarial_002623,pope_adversarial,256,True,False,True,21.492533133029937,104.08749058842659
7b,scope,pope_adversarial_002634,pope_adversarial,256,True,False,True,21.85466192722321,103.38553413748741
7b,scope,pope_adversarial_002664,pope_adversarial,256,True,False,True,21.393921489715577,100.64661502838135
7b,scope,pope_adversarial_002689,pope_adversarial,256,True,False,False,19.67932903766632,92.25907176733017
7b,scope,pope_adversarial_002696,pope_adversarial,256,True,True,False,20.457262768745423,94.56602111458778
7b,scope,pope_adversarial_002724,pope_adversarial,256,True,False,True,20.66431070804596,94.68992240726948
7b,scope,pope_adversarial_002730,pope_adversarial,256,True,False,True,26.54161691665649,122.27164581418037
7b,scope,pope_adversarial_002761,pope_adversarial,256,True,False,False,20.051063752174375,92.40522421896458
7b,scope,pope_adversarial_002772,pope_adversarial,256,False,False,False,21.324342925548553,96.36090509593487
7b,scope,pope_adversarial_002790,pope_adversarial,256,False,False,False,20.90348353385925,94.42205913364887
7b,scope,pope_adversarial_002808,pope_adversarial,256,False,True,False,21.97863245487213,97.75559417903423
7b,scope,pope_adversarial_002840,pope_adversarial,256,True,False,True,20.803953301906585,92.47098490595818
7b,scope,pope_adversarial_002850,pope_adversarial,256,True,False,True,70.69809416651725,330.622099339962
7b,scope,pope_adversarial_002875,pope_adversarial,256,True,False,False,21.816831402778625,102.14884579181671
7b,scope,pope_adversarial_002894,pope_adversarial,256,True,False,True,22.716624950170516,102.31653787195683
7b,scope,pope_adversarial_002910,pope_adversarial,256,False,True,False,22.737069882154465,100.89398548007011
7b,scope,pope_adversarial_002923,pope_adversarial,256,True,False,False,23.46998121261597,102.13307663798332
7b,scope,pope_adversarial_002952,pope_adversarial,256,True,False,True,21.187868279218677,92.99387596547604
7b,scope,pope_popular_000324,pope_popular,432,True,False,True,26.509579771757128,117.05628782510757
7b,scope,pope_popular_000751,pope_popular,432,True,False,False,25.611619938611987,110.43162830173969
7b,scope,pope_popular_000757,pope_popular,432,True,False,True,25.923531961441043,110.29364913702011
7b,scope,pope_popular_000768,pope_popular,432,True,False,True,27.934159637689593,111.04792170226574
7b,scope,pope_popular_000787,pope_popular,432,True,False,False,30.437809972763063,120.50069123506546
7b,scope,pope_popular_000792,pope_popular,432,False,False,False,28.771341494321824,113.31155896186829
7b,scope,pope_popular_000799,pope_popular,432,True,False,True,29.330169975757595,115.74708856642246
7b,scope,pope_popular_000811,pope_popular,432,True,False,True,31.977266011238097,125.9197797626257
7b,scope,pope_popular_000816,pope_popular,432,True,False,True,34.010103195905685,155.31493909657001
7b,scope,pope_popular_000864,pope_popular,432,True,False,True,25.112384029626845,121.7484325170517
7b,scope,pope_popular_000876,pope_popular,432,True,False,True,29.139689972400667,142.9953407496214
7b,scope,pope_popular_000882,pope_popular,432,False,False,False,29.11538084387779,146.90628834068775
7b,scope,pope_popular_000888,pope_popular,432,True,False,True,23.990424815416336,121.79476208984852
7b,scope,pope_popular_000895,pope_popular,432,True,False,False,24.838658111095427,121.4488297700882
7b,scope,pope_popular_000900,pope_popular,432,True,False,True,25.877345567941664,118.57153847813606
7b,scope,pope_popular_000919,pope_popular,432,True,False,True,28.745453444719313,122.63732776045799
7b,scope,pope_popular_000960,pope_popular,432,True,False,True,34.16513309359551,142.5507627427578
7b,scope,pope_popular_000984,pope_popular,432,True,False,True,27.802089387178423,114.47502858936787
7b,scope,pope_popular_001002,pope_popular,432,False,False,False,30.05226905822754,121.65183946490288
7b,scope,pope_popular_001014,pope_popular,432,True,False,True,30.254272785186764,122.17364646494389
7b,scope,pope_popular_001045,pope_popular,432,True,False,False,34.43994303941727,155.040318146348
7b,scope,pope_popular_001056,pope_popular,432,False,False,False,25.424736802577975,120.69759331643581
7b,scope,pope_popular_001068,pope_popular,432,False,False,False,24.917184937000275,115.55910483002663
7b,scope,pope_popular_001075,pope_popular,432,True,False,False,25.062661919593808,114.63186889886856
7b,scope,pope_popular_001086,pope_popular,432,True,False,True,28.39026719331741,123.97939525544643
7b,scope,pope_popular_001098,pope_popular,432,True,True,False,26.98936828017235,118.26512590050697
7b,scope,pope_popular_001122,pope_popular,432,True,False,True,25.68302122950554,112.76895366609097
7b,scope,pope_popular_001128,pope_popular,432,True,False,True,29.55095155239105,120.7292228937149
7b,scope,pope_popular_001158,pope_popular,432,True,False,True,32.624600291252136,128.275940194726
7b,scope,pope_popular_001171,pope_popular,432,True,False,True,32.029613971710205,120.54228037595749
7b,scope,pope_popular_001182,pope_popular,432,True,False,True,30.350778551101683,115.40310457348824
7b,scope,pope_popular_001188,pope_popular,432,True,False,True,31.155174841880797,118.61246824264526
7b,scope,pope_popular_001195,pope_popular,432,True,False,False,32.79431259989738,125.01232512295246
7b,scope,pope_popular_001224,pope_popular,432,False,False,False,31.414363667964935,119.63103525340557
7b,scope,pope_popular_001272,pope_popular,432,False,False,False,30.478315124511717,116.059809923172
7b,scope,pope_popular_001278,pope_popular,432,True,False,True,29.98481768965721,114.42891508340836
7b,scope,pope_popular_001332,pope_popular,432,False,False,False,30.05305014014244,114.35301601886749
7b,scope,pope_popular_001356,pope_popular,432,False,False,False,32.89523654699326,124.32869151234627
7b,scope,pope_popular_001369,pope_popular,432,True,False,False,33.45077612400054,126.73397734761238
7b,scope,pope_popular_001392,pope_popular,432,True,False,True,31.351752507686612,118.86638775467873
7b,scope,pope_popular_001458,pope_popular,432,True,False,True,34.01879075169564,128.9683748036623
7b,scope,pope_popular_001500,pope_popular,432,False,False,False,31.049376676082613,117.36823059618473
7b,scope,pope_popular_001507,pope_popular,432,True,False,False,31.51713802814484,118.9877986907959
7b,scope,pope_popular_001548,pope_popular,432,True,False,True,24.14557636260986,151.9656851887703
7b,scope,pope_popular_001566,pope_popular,432,False,False,False,19.187215604782104,131.27737119793892
7b,scope,pope_popular_001626,pope_popular,432,False,False,False,18.042337493896486,119.6314375847578
7b,scope,pope_popular_001644,pope_popular,432,True,False,True,18.60405217409134,118.96648071706295
7b,scope,pope_popular_001651,pope_popular,432,True,False,False,22.536183279752734,125.33924728631973
7b,scope,pope_popular_001681,pope_popular,432,True,False,False,23.08135906338692,115.32942578196526
7b,scope,pope_popular_001704,pope_popular,432,True,False,True,24.791752705574037,116.49595201015472
7b,scope,pope_popular_001716,pope_popular,432,True,False,True,35.92770921707154,151.06847882270813
7b,scope,pope_popular_001722,pope_popular,432,True,False,True,31.44357050061226,124.08621050417423
7b,scope,pope_popular_001747,pope_popular,432,True,False,False,29.85427994847298,116.5655329823494
7b,scope,pope_popular_001759,pope_popular,432,True,False,False,31.51920196533203,121.68649956583977
7b,scope,pope_popular_001794,pope_popular,432,True,False,True,29.79968943595886,115.66675640642643
7b,scope,pope_popular_001824,pope_popular,432,False,False,False,29.767309341430664,115.8459484577179
7b,scope,pope_popular_001831,pope_popular,432,True,False,False,29.517480300664904,112.96536773443222
7b,scope,pope_popular_001842,pope_popular,432,False,False,False,30.087320066690445,113.15896734595299
7b,scope,pope_popular_001861,pope_popular,432,True,False,False,30.13722198367119,113.51699009537697
7b,scope,pope_popular_001866,pope_popular,432,True,False,True,90.36734742879868,369.8247205466032
7b,scope,pope_popular_001878,pope_popular,432,True,False,True,25.227997767925267,113.50159905850887
7b,scope,pope_popular_001908,pope_popular,432,True,False,True,73.03558120012283,361.04047298431396
7b,scope,pope_popular_001932,pope_popular,432,True,False,True,20.472332534790038,113.60052041709423
7b,scope,pope_popular_002047,pope_popular,432,True,False,False,21.709913132190707,114.66698907315731
7b,scope,pope_popular_002070,pope_popular,432,False,False,False,22.16373807311058,113.63664083182812
7b,scope,pope_popular_002082,pope_popular,432,True,False,True,27.634431121349333,127.8153546154499
7b,scope,pope_popular_002124,pope_popular,432,True,False,True,25.701116247177122,115.45463651418686
7b,scope,pope_popular_002130,pope_popular,432,False,False,False,25.817060685157774,113.95233497023582
7b,scope,pope_popular_002172,pope_popular,432,False,False,False,27.724638454914093,114.15434628725052
7b,scope,pope_popular_002202,pope_popular,432,True,False,True,27.66388993501663,110.89536175131798
7b,scope,pope_popular_002232,pope_popular,432,True,False,True,33.35187709808349,122.74176813662052
7b,scope,pope_popular_002274,pope_popular,432,False,False,False,31.02811906337738,114.33069594204426
7b,scope,pope_popular_002304,pope_popular,432,True,False,True,31.027084218263628,114.41098712384701
7b,scope,pope_popular_002310,pope_popular,432,True,False,True,31.5331180036068,115.82137830555439
7b,scope,pope_popular_002328,pope_popular,432,True,False,True,32.062753833532334,117.28646792471409
7b,scope,pope_popular_002365,pope_popular,432,True,False,True,31.715634584426876,115.70720560848713
7b,scope,pope_popular_002370,pope_popular,432,False,False,False,30.710738825798035,114.3089160323143
7b,scope,pope_popular_002425,pope_popular,432,True,False,True,30.255602014064788,112.5928945839405
7b,scope,pope_popular_002430,pope_popular,432,True,False,True,33.55463497638702,124.21054020524025
7b,scope,pope_popular_002436,pope_popular,432,True,False,True,30.80811865210533,114.32223580777645
